name,description,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127
Person1,abc,-0.0733065083622932,0.0729757323861122,0.036408644169569,-0.0685895010828971,-0.0139498421922326,0.0101486556231975,-0.0490876510739326,-0.0948947817087173,0.2085229009389877,-0.1045266985893249,0.242427870631218,0.0953542366623878,-0.2124267667531967,-0.1165932938456535,0.0740263909101486,0.0990608409047126,-0.1819865554571152,-0.0316311046481132,-0.084347553551197,-0.1046991124749183,0.0388275757431984,-0.0088358828797936,0.1098789870738983,-0.0354666076600551,-0.1036766022443771,-0.3550381958484649,-0.0863371863961219,-0.1486607640981674,0.051135379821062,-0.0819403678178787,-0.0578595399856567,-0.0015062972670421,-0.1684953868389129,-0.1046435758471489,0.0046608299016952,-0.0316301211714744,-0.0528409630060195,-0.0529522597789764,0.2381162047386169,0.0061200791969895,-0.1134525761008262,0.0698104202747345,0.0197827145457267,0.1788201928138733,0.2721250355243683,0.0407631769776344,0.0006005968898534,-0.0855592861771583,0.1384586542844772,-0.2562880218029022,0.0740241184830665,0.1210397034883499,0.0868805721402168,0.0631545782089233,0.0833468437194824,-0.1815382093191146,0.0203070044517517,0.0775938928127288,-0.1916855573654174,0.0310749616473913,0.0510290227830409,-0.0868249237537384,-0.0733001679182052,0.0393116734921932,0.2159387320280075,0.1404264271259308,-0.1149093508720398,-0.0993685498833656,0.1288828551769256,-0.0515551716089248,0.0387870669364929,0.0297897309064865,-0.1944276541471481,-0.2039949297904968,-0.2228838950395584,0.0897950083017349,0.3214442431926727,0.170478954911232,-0.1655930280685424,0.0017885584384202,-0.1992408484220504,0.0462700687348842,0.0728522092103958,0.0044582649134099,-0.062023140490055,-0.1217427551746368,-0.0179845001548528,0.0297719519585371,0.0931441485881805,-0.0083653265610337,-0.0694305151700973,0.2618125379085541,0.0030774781480431,0.0744409784674644,0.0117473509162664,0.0402895361185073,-0.10533107817173,-0.039210494607687,-0.1661668568849563,-0.0384370312094688,0.0564593598246574,-0.0799192115664482,0.0671381056308746,0.1482946276664734,-0.2486754059791565,0.1032053157687187,-0.0134831517934799,-0.006231581326574,0.0794984847307205,0.0014591300860047,-0.0560745671391487,-0.0309569109231233,0.0846321433782577,-0.2677256464958191,0.25783771276474,0.2304075956344604,0.0450027026236057,0.1745039075613022,0.0599961578845977,0.0313903242349624,-0.0124618671834468,-0.0086816558614373,-0.1777534931898117,-0.0208868887275457,0.0270187221467494,0.0761767998337745,0.0298000704497098,0.0274539943784475
Person2,abc,-0.117319755256176,0.1065809801220894,0.0029871892184019,0.0351114273071289,-0.1385087519884109,-0.0198523122817277,0.0509163327515125,-0.1945983469486236,-0.0067638312466442,-0.0620061419904232,0.1671633124351501,-0.0928188785910606,-0.3606820702552795,-0.1056618094444274,0.0513513758778572,0.1016374826431274,-0.1699429899454116,-0.1428383588790893,-0.1581874787807464,-0.1038986518979072,0.0090855788439512,-0.025743294507265,-0.0385764427483081,-0.050297025591135,-0.1119941994547844,-0.2127013504505156,-0.0579084381461143,-0.104595348238945,0.0043556466698646,-0.0496314615011215,0.1067169830203056,0.0138947386294603,-0.2422511130571365,-0.0935723930597305,0.0206538662314414,0.0470439381897449,-0.0971094593405723,-0.0841003358364105,0.1185571998357772,-0.0194004140794277,-0.1458987444639206,-0.0121411476284265,0.0683460235595703,0.22873654961586,0.1885737031698227,0.02116116322577,-0.0279654469341039,-0.0873625501990318,0.1093158349394798,-0.249510183930397,-0.0301957819610834,0.1407145112752914,0.119044192135334,0.1315896064043045,0.0194453466683626,-0.1422959417104721,0.1050732135772705,0.1195587962865829,-0.2426890283823013,0.0252137463539838,0.1193262264132499,-0.142999842762947,-0.0138240288943052,-0.0505095981061458,0.1454656571149826,0.0831402242183685,-0.0292093250900506,-0.1331298649311065,0.230465829372406,-0.2019268572330474,-0.1334739178419113,0.0365921556949615,-0.0564320608973503,-0.1361538022756576,-0.3113437592983246,-0.0126634016633033,0.3668866753578186,0.170150801539421,-0.1386321187019348,-0.0947793796658516,-0.0859899669885635,-0.009115383028984,0.0381432957947254,0.0378526262938976,-0.0405767709016799,-0.1027241945266723,-0.0856706798076629,-0.0045487806200981,0.222049742937088,-0.0625413879752159,-0.0019184964476153,0.2280221283435821,0.0528960078954696,-0.1101489439606666,0.0664870738983154,-0.0301989372819662,-0.0999384969472885,-0.0337359644472599,-0.1014881655573844,-0.0765378847718238,-0.014011955820024,-0.2123172730207443,0.0539745949208736,0.1369867026805877,-0.1700351983308792,0.185975968837738,-0.0108496798202395,-0.0086901932954788,-0.0482933707535266,-0.0929789990186691,-0.0086142411455512,0.0586405918002128,0.1492994576692581,-0.2208122462034224,0.2481222599744797,0.2167766541242599,6.263959221541883e-05,0.0862490385770797,0.0095998886972665,0.0861140936613082,-0.0836365595459938,-0.0386844389140605,-0.1917464882135391,-0.1784563064575195,-0.0104827238246798,0.0169003084301948,-0.0100333821028471,0.0387838073074817
person3,abc,-0.0345707647502422,0.1441099941730499,0.0083304410800337,-0.0184364896267652,-0.1641980111598968,0.0450019910931587,-0.0568755641579628,-0.0630129724740982,0.0186562575399875,0.0465258881449699,0.2272969931364059,-0.0864123478531837,-0.2655473053455353,-0.040620818734169,-0.0296695493161678,0.1453710198402404,-0.0346618518233299,-0.0738092586398124,-0.1898282468318939,-0.0741715803742408,-0.0780118703842163,-0.0061528161168098,0.0640495717525482,-0.0251338332891464,-0.0848574414849281,-0.3164756596088409,-0.0157938320189714,-0.0619926266372203,0.0672285705804824,-0.0989601463079452,-0.0429147630929946,0.0526380687952041,-0.2935114502906799,-0.0610853061079978,0.0302614234387874,0.0713274478912353,-0.0796505510807037,-0.0202624425292015,0.2303429841995239,0.0060261283069849,-0.1375520527362823,0.0704398155212402,0.1199721917510032,0.1915192008018493,0.163323312997818,0.0636420547962188,0.0374381318688392,-0.015848770737648,0.1138199046254158,-0.2348752468824386,0.0435019060969352,0.1330693513154983,0.1350248754024505,0.075848251581192,0.0466532707214355,-0.1185532733798027,-0.0069176433607935,0.1507995724678039,-0.1574472486972808,0.0312238186597824,-0.0139557067304849,0.0018418421968817,-0.1057993471622467,-0.1259888857603073,0.2642588019371033,0.1194316446781158,-0.0636464580893516,-0.1291432827711105,0.17019984126091,-0.1113055199384689,-0.0168989542871713,0.0861544087529182,-0.0530151203274726,-0.1027471050620079,-0.2864655256271362,0.0905545800924301,0.2755587995052337,0.0649557709693908,-0.2170951068401336,-0.0149064473807811,-0.0347216129302978,-0.0753085166215896,-0.037295576184988,-0.0544843822717666,-0.0887553244829177,-0.0168392546474933,-0.082652524113655,-0.0209666304290294,0.2929796874523163,-0.1160112023353576,0.0614544339478015,0.2015758901834488,0.0334486439824104,0.0144469765946269,-0.0065167224965989,0.0575488321483135,-0.1196345314383506,-0.0849662721157074,-0.1474793404340744,-0.0071166781708598,0.0382688716053962,-0.1514726728200912,-0.0427512861788272,0.0644885227084159,-0.2214245498180389,0.0775460749864578,-0.033853031694889,-0.0653628408908844,-0.0356258749961853,0.0039171245880424,-0.0560728684067726,-0.0642384439706802,0.1679899394512176,-0.2591924071311951,0.2689507305622101,0.1666788756847381,-0.0601325295865535,0.0459109917283058,0.1024213507771492,0.0664742141962051,0.0071869655512273,0.0346849709749221,-0.090270385146141,-0.2092343419790268,0.0769585743546485,-0.0526004694402217,-0.0592923946678638,0.0581610761582851
person4,abc,-0.0278299711644649,0.1605583429336548,0.0657931417226791,0.0244322773069143,-0.0853878483176231,0.0503582954406738,-0.0456234253942966,0.0079285772517323,0.0431867130100727,-0.1172586604952812,0.2911432087421417,-0.048633623868227,-0.3342325389385223,-0.0285639539361,-0.0813347324728965,0.1775148510932922,-0.0979728400707244,-0.0406214371323585,-0.2026311755180359,-0.1145533546805381,-0.0571891963481903,0.0307981595396995,-0.0107425078749656,-0.0999361202120781,-0.0689706653356552,-0.2869744300842285,-0.0299863256514072,-0.0394323393702507,0.1055801957845688,-0.1914779543876648,0.0082249119877815,0.0415854528546333,-0.2000419646501541,-0.0234829522669315,0.0068086208775639,0.019826240837574,-0.0934295877814292,-0.0616144798696041,0.2066256552934646,0.0419952310621738,-0.1219420805573463,0.0863770991563797,0.0442688688635826,0.2576754093170166,0.251007080078125,-0.0281049124896526,-0.0063084810972213,-0.0712775141000747,0.0973626524209976,-0.2861945033073425,0.0261674337089061,0.1243961676955223,0.1587070226669311,0.1341787427663803,0.0873529240489006,-0.0626151263713836,-0.0211647152900695,0.1280604749917984,-0.1366928815841674,0.006999721750617,0.0299473293125629,-0.0740656182169914,-0.0738999471068382,-0.0570279508829116,0.1114137470722198,0.0229984559118747,-0.0774971321225166,-0.1482758522033691,0.2655907273292541,-0.1654382050037384,-0.0115583976730704,0.105317622423172,-0.0046470835804939,-0.114383116364479,-0.240151509642601,0.1161139607429504,0.2878145277500153,0.1682227998971939,-0.1265024095773697,0.0242453273385763,-0.0235689654946327,-0.1413786560297012,-0.0610859096050262,0.0202075392007827,-0.0589216351509094,-0.1184876561164856,-0.0014280918985605,0.0683943629264831,0.2379066050052643,-0.0685307532548904,0.0027552032843232,0.1873012632131576,0.0029533635824918,-0.0660587176680564,0.0239447653293609,0.0091461604461073,-0.1139717400074005,-0.0937080755829811,-0.1275258809328079,-0.0446840226650238,0.0113379079848527,-0.2058719843626022,-0.0671182796359062,0.0770155936479568,-0.1635104417800903,0.1735621839761734,-0.0544786117970943,-0.0692771673202514,0.0236036274582147,-0.019531849771738,-0.0461975783109664,0.0669184029102325,0.1932195723056792,-0.2412759810686111,0.2656127512454986,0.1709591150283813,0.0315743051469326,0.0366492345929145,0.1237459927797317,0.0461716093122959,0.0470483191311359,-0.0469043217599392,-0.1413532942533493,-0.2455635815858841,-0.0124421920627355,-0.0442992970347404,-0.0277603901922702,-0.00898820720613
person5,abc,-0.1773970127105713,0.0856061726808548,0.0897343084216117,-0.0413641929626464,-0.0313669107854366,-0.0953938364982605,0.0068318452686071,-0.0930066406726837,0.1418480575084686,-0.0600834265351295,0.2477970421314239,0.0106886802241206,-0.1734815388917923,-0.1251256167888641,-0.0646958351135253,0.1434521973133087,-0.1510160416364669,-0.1046269536018371,-0.1074263602495193,-0.0613394081592559,0.075251817703247,0.0310170706361532,0.1085656657814979,-0.047972735017538,-0.0079664755612611,-0.3288370966911316,-0.0940027683973312,-0.0398086234927177,0.0906860381364822,-0.0732083916664123,0.061462253332138,-0.0456669740378856,-0.2535112500190735,-0.1341235935688018,0.011808200739324,0.0897721052169799,-0.0539004951715469,-0.0886077657341957,0.2077566981315612,-0.0039903079159557,-0.1598229855298996,-0.003910984378308,0.0770521089434623,0.2800474464893341,0.1343351900577545,0.0883163586258888,0.0016749203205108,-0.1580131947994232,0.0879554077982902,-0.1391458809375763,0.0825460106134414,0.1092272326350212,0.0668974816799163,0.0481727048754692,0.0630136579275131,-0.1347920149564743,0.0951089411973953,0.1052698045969009,-0.1505531817674636,0.0122996550053358,0.0866925418376922,-0.0081654638051986,-0.0605380684137344,-0.0594256408512592,0.2218255251646042,0.0411492697894573,-0.1017238944768905,-0.1866879314184188,0.125509113073349,-0.0828455463051796,-0.0469414554536342,0.069123163819313,-0.1069812774658203,-0.1338876038789749,-0.2820873260498047,0.0456184670329093,0.4058782160282135,0.0311484299600124,-0.146209716796875,0.0487139299511909,-0.0904901325702667,-0.0329358167946338,0.0840914696455001,0.1429760307073593,-0.0750065296888351,0.0574614182114601,-0.1051467135548591,-0.0242848601192236,0.1378907263278961,-0.0165338516235351,-0.0986491069197654,0.1599419713020324,0.0089075248688459,0.0174210742115974,0.0349524691700935,0.0169907733798027,-0.1183069348335266,0.0858825147151947,-0.1666687428951263,-0.0586298406124115,0.1023877039551734,-0.0637760311365127,-0.0283288564532995,0.0809868648648262,-0.1498292237520218,0.1183666139841079,0.0288449898362159,0.0154026160016655,0.0392232537269592,-0.0369875952601432,-0.1137627810239792,-0.0557315424084663,0.0807094797492027,-0.234712541103363,0.2660346627235413,0.2086763381958008,0.0467336289584636,0.1496546119451522,0.1790463626384735,0.1106285750865936,0.0371868833899498,0.0732517540454864,-0.168936476111412,-0.0444017238914966,0.0265771299600601,0.0092839710414409,0.0989710092544555,0.0435634516179561
Christ Hemsworth,abc,-0.1155458241701126,0.2137085795402526,0.0752681717276573,-0.0468788482248783,-0.1578668355941772,-0.0745861232280731,-0.0674829706549644,-0.0809264555573463,0.0924932062625885,0.0607568435370922,0.2749943435192108,-0.0445850156247615,-0.2856607437133789,-0.0063916887156665,-0.0822118148207664,0.05849539488554,-0.2035879492759705,-0.0738391354680061,-0.0429876446723938,-0.0511509366333484,0.0627282336354255,0.0570338927209377,0.0889314636588096,0.0845451056957244,-0.0287328362464904,-0.3400183320045471,-0.0454918071627616,-0.0649936273694038,0.1574628949165344,-0.137890338897705,0.0011973655782639,0.0756270512938499,-0.2618927955627441,-0.1433378458023071,0.0080446237698197,0.0577724538743496,-0.09219840914011,-0.1345550715923309,0.2183394581079483,-0.0047404267825186,-0.0609913244843483,-0.0073012374341487,-0.0083004552870988,0.3133030235767364,0.1442393213510513,0.0498391538858413,-0.0147500075399875,-0.0714444518089294,0.0722125247120857,-0.2267461419105529,0.0959800407290458,0.2384529113769531,0.1239066272974014,0.0947199910879135,0.0082885278388857,-0.1953913271427154,0.0960894003510475,0.1566636115312576,-0.2634859681129456,0.1143660098314285,0.0871718302369117,-0.0670891478657722,0.046288426965475,-0.1281772702932357,0.2154531478881836,0.0938312634825706,-0.0602183416485786,-0.123395062983036,0.1028749868273735,-0.0901969745755195,-0.0425812937319278,0.1210994869470596,-0.1118877977132797,-0.1670042127370834,-0.1995131373405456,0.0383378937840461,0.2799738347530365,0.1553820073604583,-0.1846439987421036,-0.0548391193151474,-0.1133087798953056,-0.0662962943315506,0.0417326688766479,-0.0320632718503475,-0.0986657887697219,-0.1065718233585357,-0.1618066430091858,0.0149482944980263,0.1793808788061142,0.0167204700410366,-0.1130655258893966,0.2816511988639831,0.0178641937673091,0.0119153903797268,0.0705440714955329,0.0285154450684785,-0.1135546118021011,0.0276902634650468,-0.1227305606007576,0.0331730060279369,-0.0115578779950737,-0.1837271153926849,-0.1046612188220024,0.0760921090841293,-0.147902250289917,0.0796204283833503,0.0295568965375423,0.0301718860864639,-0.0348256304860115,-0.1014702543616294,-0.1893061250448227,-0.030953349545598,0.2165997326374054,-0.302618533372879,0.3683181405067444,0.1762576252222061,0.0963889509439468,0.1527331471443176,0.0592026561498642,0.0326871387660503,0.002828016411513,-0.1212615296244621,-0.0958322212100029,-0.101588673889637,0.1089444682002067,-0.0616022571921348,0.0411237627267837,0.0406484864652156
person8,abc,-0.044622428715229,0.1071159765124321,0.0426770523190498,0.0116031728684902,-0.1270864158868789,0.0348640009760856,-0.0277930609881877,-0.1045854240655899,0.0282204542309045,-0.0542918667197227,0.1249447166919708,-0.0272655077278614,-0.2516419887542724,-0.0472010485827922,0.0031411312520503,0.1126022338867187,-0.0815655812621116,-0.1450908184051513,-0.1094610020518302,-0.0974178984761238,-0.0037008682265877,0.0574942901730537,-0.087985947728157,-0.0235125217586755,-0.1522120535373687,-0.2531124949455261,-0.0477376021444797,0.0054198093712329,0.0228359252214431,-0.059059515595436,0.082801729440689,0.0807604268193245,-0.1914555132389068,-0.0157385095953941,0.0084911193698644,0.0731641501188278,-0.0892588943243026,-0.0418134629726409,0.1072288230061531,0.0605986304581165,-0.1713331341743469,0.0417786538600921,0.0332604609429836,0.2988532483577728,0.2589890956878662,0.0652031078934669,0.0166208483278751,-0.0496545247733593,0.0548652708530426,-0.2877400517463684,0.0663907378911972,0.1141434982419014,0.0733266919851303,0.135622352361679,-0.0523025915026664,-0.1280547231435775,0.0396935231983661,0.1171215027570724,-0.2044459879398346,0.0315720587968826,0.0921654254198074,-0.1986739337444305,-0.0472330823540687,-0.0065504498779773,0.199621319770813,0.0838729962706565,-0.0393742807209491,-0.1412495821714401,0.2152592092752456,-0.1896801888942718,-0.1171296313405036,0.0523874275386333,-0.0292755495756864,-0.0975702106952667,-0.2822640240192413,0.0982885733246803,0.4001390635967254,0.1755834817886352,-0.1551477611064911,0.0079002082347869,-0.0712320506572723,0.0718723312020301,0.1076228693127632,0.013753019273281,-0.018817750737071,-0.164000853896141,-0.0812425538897514,0.0079868854954838,0.2541905343532562,-0.0292732939124107,-0.0612052828073501,0.2016739696264267,0.0813406705856323,-0.069630853831768,0.068632423877716,0.0369300507009029,-0.047685619443655,0.0199844408780336,-0.0679506808519363,-0.0922862887382507,0.0846191123127937,-0.0821498334407806,0.0808667764067649,0.1445842832326889,-0.1800372153520584,0.3250123262405395,0.0107400510460138,0.03992660343647,0.1126695871353149,-0.0317679457366466,-0.0307655204087495,0.0042411587201058,0.1755815893411636,-0.2541124522686004,0.2155175954103469,0.1477132439613342,0.0218406207859516,0.1437768787145614,0.0695344880223274,0.1372116655111313,-0.0329157300293445,-0.0643626973032951,-0.1812914609909057,-0.1226120740175247,0.0435278005897998,-0.0011719036847352,0.0540201254189014,0.0979265496134758
maheshi,as,-0.048816654831171,0.1081531196832656,-0.0696927458047866,-0.0648768618702888,-0.1229284703731536,0.0690249130129814,-0.0304379761219024,-0.1086867749691009,0.2036608606576919,-0.0614128932356834,0.1200467646121978,0.0031446507200598,-0.3070151507854461,0.0099395373836159,-0.0354474820196628,0.0420015268027782,-0.1856395304203033,-0.1479249894618988,-0.1627938002347946,-0.1455746591091156,-0.0660325139760971,-0.0056965830735862,0.0026029548607766,-0.0021360591053962,-0.140859454870224,-0.2997601330280304,-0.0769795179367065,-0.1028782203793525,0.0420627743005752,-0.1397824436426162,-0.0521221421658992,0.0558690875768661,-0.1782224774360656,-0.1358261406421661,-0.0006617698818445,0.0053906012326478,-0.1157756149768829,-0.0631372407078743,0.2495223581790924,0.0645100176334381,-0.0504686534404754,0.0416947305202484,0.0885639786720275,0.2925598323345184,0.2191363275051117,0.0225465837866067,0.0230537317693233,-0.0826127529144287,0.1792019009590149,-0.3630762696266174,0.0520720407366752,0.1818810403347015,0.0918911695480346,0.1235942021012306,0.1172328069806099,-0.2001302391290664,0.0074195824563503,0.094240516424179,-0.0891514420509338,0.1431832909584045,0.0622932016849517,-0.0579864159226417,-0.0911803543567657,-0.03406223654747,0.2821239233016968,0.0808655768632888,-0.0791712328791618,-0.0725741013884544,0.1647869646549224,-0.0816057100892067,-0.0395454876124858,0.0590742826461792,-0.0816925466060638,-0.1709383428096771,-0.2344801723957061,0.1168093085289001,0.3933159410953522,0.1276749819517135,-0.1289532333612442,0.0348725616931915,-0.1417162865400314,-0.0436101965606212,0.0215289201587438,-0.0361791998147964,-0.1873044818639755,-0.0474505126476287,-0.0731015652418136,0.0750403702259063,0.2658793032169342,0.0071086399257183,-0.0439552925527095,0.2194189578294754,0.0640439391136169,0.057542186230421,0.1276445537805557,0.0831371247768402,-0.1214092969894409,-0.1156424134969711,-0.2036669999361038,0.0075688911601901,0.1502871215343475,-0.1851761043071746,-0.0225106608122587,0.0901503413915634,-0.1802188009023666,0.1203218847513198,-0.0094352699816226,-0.072627879679203,-0.0236031468957662,-0.0863539054989814,-0.1226653158664703,0.0352777689695358,0.2306865453720092,-0.3223625421524048,0.1965933591127395,0.1621287018060684,0.0520142875611782,0.135762482881546,0.0632411837577819,-0.018994715064764,-0.029097344726324,0.0199639555066823,-0.1085955426096916,-0.1184956505894661,0.0617761723697185,0.0301722176373004,-0.0323684066534042,0.0496315769851207
Seleena Gomez,Actress,-0.1336177587509155,0.0330210477113723,0.0305599924176931,-0.1511483788490295,-0.1645895838737487,-0.0468282923102378,-0.0443785674870014,-0.1052720174193382,0.2277552187442779,-0.2023736536502838,0.1717734634876251,-0.093169204890728,-0.1924315243959427,0.025900200009346,-0.0889836698770523,0.1756568253040313,-0.1352287679910659,-0.1580313444137573,-0.0307561922818422,-0.0601636320352554,0.0397643186151981,-0.0404502414166927,-0.0207258537411689,0.0841210111975669,-0.0931437462568283,-0.2394420653581619,-0.0391941294074058,-0.05474304407835,-0.0774369537830352,-0.0695920065045356,0.0612509585916996,0.121334932744503,-0.1830862760543823,-0.0077749080955982,-0.045049250125885,0.1890154778957367,-0.0725806802511215,-0.148646205663681,0.1965706050395965,0.0235213749110698,-0.2289838939905166,-0.1150606647133827,-0.004136823117733,0.2376872152090072,0.1114601045846939,-0.0768257454037666,0.0213436186313629,-0.0991320759057998,0.14339679479599,-0.2728038728237152,-0.0196557939052581,0.1629699468612671,0.0165783241391181,0.0231079123914241,0.063902162015438,-0.1145864576101303,0.1273830533027649,0.1772998124361038,-0.2093009799718856,-0.0462202243506908,0.1005453839898109,-0.0850995928049087,0.032946228981018,-0.1123426109552383,0.291020005941391,0.1815889924764633,-0.0762804076075553,-0.0704311802983284,0.1738367229700088,-0.0734218582510948,-0.0468566976487636,0.0575618669390678,-0.1366797983646392,-0.2432760596275329,-0.1977951675653457,0.0478318482637405,0.3808573484420776,0.1702441573143005,-0.0338161252439022,0.0783926397562027,-0.0379000268876552,-0.051296591758728,0.0838449150323867,0.1451369225978851,-0.0251606088131666,0.052595917135477,-0.0428963601589202,0.0788228139281272,0.1834041178226471,-0.0629208460450172,-0.005765501409769,0.1622944772243499,-0.0236502178013324,-0.0718492269515991,-0.0014020167291164,-0.0430186428129673,-0.0942446738481521,0.095151700079441,-0.1323459446430206,0.0177277252078056,0.0198648795485496,-0.0626133605837822,0.021997608244419,0.0410401001572608,-0.1382002085447311,0.039645317941904,-0.0411761440336704,-0.088400050997734,-0.0908406227827072,-0.1037337258458137,-0.0687910690903663,-0.016671797260642,0.1340665072202682,-0.1952314972877502,0.1497385799884796,0.0900404751300811,0.0431081838905811,0.2130624055862426,0.1022605001926422,0.0935200154781341,0.0405334159731864,-0.0694294720888137,-0.1057967692613601,0.008775619789958,0.1038964688777923,0.0531849339604377,0.0944883674383163,0.0134111307561397
MJF,Dhilma,-0.1349325627088546,-0.0114098377525806,0.0473897010087966,0.0038045463152229,-0.0804794207215309,-0.0595401264727115,-0.0127534195780754,-0.1025806367397308,0.1070727854967117,-0.103622518479824,0.1683060675859451,-0.0802768990397453,-0.2427719980478286,-0.0413705967366695,0.1291279196739196,0.1129541620612144,-0.1511712223291397,-0.1526459008455276,-0.15409916639328,-0.103362038731575,-0.0277544613927602,-0.0523416325449943,-0.0037271883338689,-0.0302305929362773,-0.0914330631494522,-0.3361151218414306,-0.1303993463516235,-0.1064370200037956,0.0593527592718601,-0.0393656492233276,0.0307026766240596,0.0262348596006631,-0.2135257273912429,-0.1349673718214035,0.0779089704155922,0.1531854420900344,0.0044052489101886,-0.0796369090676307,0.1270866692066192,-0.0732194036245346,-0.1393800377845764,-0.0625679194927215,0.0659716948866844,0.173710361123085,0.1416026353836059,0.0536071695387363,0.0268856510519981,-0.0129103725776076,0.1063176319003105,-0.2720597386360168,0.0762348622083664,0.0645001456141471,0.1276185661554336,0.0990392714738845,0.0832599848508834,-0.1047159135341644,0.0883307754993438,0.1398874968290329,-0.2060955166816711,0.0845171585679054,0.1081279888749122,-0.1512054949998855,-0.0367416962981224,0.0098822042346,0.1913344264030456,0.1418341994285583,-0.0393067896366119,-0.1602745056152343,0.121666669845581,-0.1752053648233413,-0.0348579362034797,0.038884874433279,-0.1096459552645683,-0.1092133671045303,-0.3536727428436279,0.0005034729838371,0.4121915400028229,0.0426947996020317,-0.1331476271152496,-0.0244003590196371,-0.0313521772623062,-0.0224918220192194,0.0366143845021724,0.0537924729287624,-0.0501024164259433,-0.0318831913173198,-0.096048504114151,0.0506714433431625,0.2553045153617859,-0.0465753227472305,-0.0080024125054478,0.1319450885057449,-0.0405982360243797,-0.0242044441401958,0.0585111528635025,0.0520672686398029,-0.035922136157751,-0.1237887442111969,-0.0777368322014808,-0.0389780849218368,0.0575158149003982,-0.0979628562927246,-0.0277545545250177,0.0786783099174499,-0.1781501770019531,0.0730459168553352,-0.0773880556225776,-0.0510956048965454,-0.0253679864108562,-0.0543154254555702,-0.0392453484237194,-0.0407590195536613,0.1584953665733337,-0.2182123214006424,0.1421692073345184,0.2541816234588623,-0.0627874061465263,0.1126191020011901,-0.060306616127491,0.06709586083889,-0.0228088330477476,0.0281620323657989,-0.1437742561101913,-0.1111424341797828,-0.0259802564978599,0.0720132514834404,-0.0368197448551654,0.0240703336894512
Dilhan,,-0.0583479441702365,0.0294520203024148,0.0443829596042633,0.0474733710289001,-0.0862977430224418,-0.039550207555294,-0.0047562569379806,-0.1132519394159317,0.1372803300619125,-0.0629437342286109,0.2168627679347992,-0.0278371684253215,-0.2275892198085785,-0.0793212056159973,0.0240618865936994,0.1389714777469635,-0.1541819870471954,-0.1276382356882095,-0.1325627565383911,-0.0468451790511608,-0.0246005114167928,-0.0860117375850677,0.0778358653187751,0.0230696890503168,-0.1723507046699524,-0.2884762585163116,-0.1075383201241493,-0.0844629257917404,0.0758569836616516,-0.1468926966190338,-0.0072879353538155,0.0244047529995441,-0.2778854668140411,-0.0858659967780113,0.0011125868186354,0.1028552129864692,-0.0331769473850727,-0.0685347914695739,0.2252538651227951,-0.059658195823431,-0.1840993613004684,-0.0274420194327831,0.0621988996863365,0.1486749649047851,0.2407738417387008,0.0384486429393291,0.000654462724924,0.0160677917301654,0.0656850486993789,-0.2840117514133453,0.0896250158548355,0.0728679001331329,0.1112590730190277,0.0591048151254653,0.0034861238673329,-0.1697957217693328,-0.0107811288908123,0.1614588052034378,-0.1832372993230819,0.0870033279061317,0.1042533814907074,-0.1287009418010711,-0.0542875230312347,0.0563548095524311,0.2175568342208862,0.1587068736553192,-0.1232500299811363,-0.1343632340431213,0.1328116953372955,-0.1975714713335037,0.0397454127669334,0.0808885470032692,-0.0750539526343345,-0.1448078900575637,-0.3820712864398956,-0.0005668383091688,0.4461666345596313,0.082250140607357,-0.1450553387403488,-0.03974125161767,-0.0869632139801979,0.0316338837146759,0.0286887772381305,0.0171980280429124,-0.0828121677041053,-0.0276602935045957,-0.1542737334966659,0.0683812648057937,0.1925798654556274,0.0361979976296424,-0.0763621851801872,0.1611767262220382,-0.0590633861720562,0.0374571718275547,0.0168147329241037,0.0682039335370063,-0.0600505918264389,-0.0977600291371345,-0.0911158695816993,0.0083292853087186,0.0227266885340213,-0.04260690882802,0.0012575404252856,0.117653489112854,-0.0789415389299392,0.0981413796544075,-0.0433767661452293,0.0082409074530005,-0.0155359655618667,0.0123570403084158,-0.1501433551311493,-0.0160033702850341,0.1464500576257705,-0.2778068482875824,0.214695930480957,0.1534509807825088,-0.0703575313091278,0.0773625373840332,0.080334261059761,0.0884260684251785,-0.0204272530972957,0.0122011024504899,-0.1580786705017089,-0.0699348449707031,-0.0068318210542202,-0.054361768066883,0.1688170880079269,0.0407029576599597
